# ID_sensore;dataora;valore
SENZA010779;2019-01-14 00:08:00;1030
SENZA010780;2019-01-14 00:08:00;1016
SENZA010781;2019-01-14 00:08:00;1024
SENZA010782;2019-01-14 00:08:00;1029
SENZA010783;2019-01-14 00:08:00;1020
SENZA010784;2019-01-14 00:08:00;1028
SENZA010785;2019-01-14 00:08:00;1025
SENZA010786;2019-01-14 00:08:00;1027
SENZA010787;2019-01-14 00:08:00;1016
SENZA010788;2019-01-14 00:08:00;1028
SENZA010789;2019-01-14 00:08:00;1024
SENZA010790;2019-01-14 00:08:00;1028
SENZA010791;2019-01-14 00:08:00;1028
SENZA010792;2019-01-14 00:08:00;1028
SENZA010793;2019-01-14 00:08:00;1030
SENZA010794;2019-01-14 00:08:00;1017
SENZA010795;2019-01-14 00:08:00;1022
SENZA010796;2019-01-14 00:08:00;1021
SENZA010797;2019-01-14 00:08:00;1016
SENZA010798;2019-01-14 00:08:00;1026
SENZA010799;2019-01-14 00:08:00;1026
SENZA010800;2019-01-14 00:08:00;1030
SENZA010876;2019-01-14 00:08:00;1019
SENZA010877;2019-01-14 00:08:00;1030
SENZA010878;2019-01-14 00:08:00;1016
SENZA010879;2019-01-14 00:08:00;1021
SENZA010880;2019-01-14 00:08:00;1015
SENZA010881;2019-01-14 00:08:00;1021
SENZA010882;2019-01-14 00:08:00;1023
SENZA010883;2019-01-14 00:08:00;1019
SENZA010884;2019-01-14 00:08:00;1021
SENZA010885;2019-01-14 00:08:00;1025
SENZA010886;2019-01-14 00:08:00;1026
SENZA010887;2019-01-14 00:08:00;1024
SENZA010888;2019-01-14 00:08:00;1027
SENZA010889;2019-01-14 00:08:00;1015
SENZA010890;2019-01-14 00:08:00;1021
SENZA010891;2019-01-14 00:08:00;1022
SENZA010892;2019-01-14 00:08:00;1023
SENZA010893;2019-01-14 00:08:00;1024
SENZA010894;2019-01-14 00:08:00;1028
SENZA010895;2019-01-14 00:08:00;1030
SENZA010896;2019-01-14 00:08:00;1017
SENZA010897;2019-01-14 00:08:00;1030
SENZA010898;2019-01-14 00:08:00;1022
SENZA010899;2019-01-14 00:08:00;1019
SENZA010900;2019-01-14 00:08:00;1018
SENZA011041;2019-01-14 00:08:00;1030
SENZA011042;2019-01-14 00:08:00;1015
SENZA011043;2019-01-14 00:08:00;1027
SENZA011044;2019-01-14 00:08:00;1023
SENZA011045;2019-01-14 00:08:00;1015
SENZA011046;2019-01-14 00:08:00;1015
SENZA011047;2019-01-14 00:08:00;1023
SENZA011048;2019-01-14 00:08:00;1028
SENZA011049;2019-01-14 00:08:00;1023
SENZA011050;2019-01-14 00:08:00;1021
SENZA011151;2019-01-14 00:08:00;1029
SENZA011152;2019-01-14 00:08:00;1022
SENZA011153;2019-01-14 00:08:00;1018
SENZA011154;2019-01-14 00:08:00;1027
SENZA011155;2019-01-14 00:08:00;1024
SENZA011156;2019-01-14 00:08:00;1018
SENZA011157;2019-01-14 00:08:00;1026
SENZA011158;2019-01-14 00:08:00;1028
SENZA011159;2019-01-14 00:08:00;1029
SENZA011160;2019-01-14 00:08:00;1026
SENZA011161;2019-01-14 00:08:00;1025
SENZA011162;2019-01-14 00:08:00;1028
SENZA011163;2019-01-14 00:08:00;1027
SENZA011164;2019-01-14 00:08:00;1024
SENZA011165;2019-01-14 00:08:00;1028
SENZA011166;2019-01-14 00:08:00;1015
SENZA011167;2019-01-14 00:08:00;1027
SENZA011168;2019-01-14 00:08:00;1024
SENZA011169;2019-01-14 00:08:00;1020
SENZA011170;2019-01-14 00:08:00;1027
SENZA011171;2019-01-14 00:08:00;1021
SENZA011172;2019-01-14 00:08:00;1028
SENZA011173;2019-01-14 00:08:00;1021
SENZA011174;2019-01-14 00:08:00;1020
SENZA011175;2019-01-14 00:08:00;1027
SENZA011176;2019-01-14 00:08:00;1026
SENZA011177;2019-01-14 00:08:00;1015
SENZA011178;2019-01-14 00:08:00;1028
SENZA011179;2019-01-14 00:08:00;1019
SENZA011180;2019-01-14 00:08:00;1023
SENZA011181;2019-01-14 00:08:00;1025
SENZA011182;2019-01-14 00:08:00;1022
SENZA011183;2019-01-14 00:08:00;1029
SENZA011184;2019-01-14 00:08:00;1026
SENZA011185;2019-01-14 00:08:00;1020
SENZA011186;2019-01-14 00:08:00;1027
SENZA011187;2019-01-14 00:08:00;1015
SENZA011188;2019-01-14 00:08:00;1026
SENZA011189;2019-01-14 00:08:00;1024
SENZA011190;2019-01-14 00:08:00;1017
SENZA011191;2019-01-14 00:08:00;1027
SENZA011192;2019-01-14 00:08:00;1023
SENZA011193;2019-01-14 00:08:00;1019
SENZA011194;2019-01-14 00:08:00;1019
SENZA011195;2019-01-14 00:08:00;1015
SENZA011196;2019-01-14 00:08:00;1022
SENZA011197;2019-01-14 00:08:00;1023
SENZA011198;2019-01-14 00:08:00;1025
SENZA011199;2019-01-14 00:08:00;1023
SENZA011200;2019-01-14 00:08:00;1029
SENZA011341;2019-01-14 00:08:00;1025
SENZA011342;2019-01-14 00:08:00;1020
SENZA011343;2019-01-14 00:08:00;1026
SENZA011344;2019-01-14 00:08:00;1020
SENZA011345;2019-01-14 00:08:00;1015
SENZA011346;2019-01-14 00:08:00;1024
SENZA011347;2019-01-14 00:08:00;1015
SENZA011348;2019-01-14 00:08:00;1018
SENZA011349;2019-01-14 00:08:00;1028
SENZA011350;2019-01-14 00:08:00;1027
SENZA011451;2019-01-14 00:08:00;1024
SENZA011452;2019-01-14 00:08:00;1019
SENZA011453;2019-01-14 00:08:00;1028
SENZA011454;2019-01-14 00:08:00;1019
SENZA011455;2019-01-14 00:08:00;1017
SENZA011456;2019-01-14 00:08:00;1026
SENZA011457;2019-01-14 00:08:00;1020
SENZA011458;2019-01-14 00:08:00;1023
SENZA011459;2019-01-14 00:08:00;1024
SENZA011460;2019-01-14 00:08:00;1022
SENZA011461;2019-01-14 00:08:00;1021
SENZA011462;2019-01-14 00:08:00;1019
SENZA011463;2019-01-14 00:08:00;1022
SENZA011464;2019-01-14 00:08:00;1027
SENZA011465;2019-01-14 00:08:00;1025
SENZA011466;2019-01-14 00:08:00;1026
SENZA011467;2019-01-14 00:08:00;1019
SENZA011468;2019-01-14 00:08:00;1027
SENZA011469;2019-01-14 00:08:00;1026
SENZA011470;2019-01-14 00:08:00;1024
SENZA011471;2019-01-14 00:08:00;1018
SENZA011472;2019-01-14 00:08:00;1028
SENZA011473;2019-01-14 00:08:00;1022
SENZA011474;2019-01-14 00:08:00;1023
SENZA011475;2019-01-14 00:08:00;1024
SENZA011476;2019-01-14 00:08:00;1029
SENZA011477;2019-01-14 00:08:00;1022
SENZA011478;2019-01-14 00:08:00;1020
SENZA011479;2019-01-14 00:08:00;1029
SENZA011480;2019-01-14 00:08:00;1016
SENZA011481;2019-01-14 00:08:00;1027
SENZA011482;2019-01-14 00:08:00;1027
SENZA011483;2019-01-14 00:08:00;1016
SENZA011484;2019-01-14 00:08:00;1024
SENZA011485;2019-01-14 00:08:00;1025
SENZA011486;2019-01-14 00:08:00;1028
SENZA011487;2019-01-14 00:08:00;1026
SENZA011488;2019-01-14 00:08:00;1017
SENZA011489;2019-01-14 00:08:00;1024
SENZA011490;2019-01-14 00:08:00;1027
SENZA011491;2019-01-14 00:08:00;1024
SENZA011492;2019-01-14 00:08:00;1026
SENZA011493;2019-01-14 00:08:00;1020
SENZA011494;2019-01-14 00:08:00;1026
SENZA011495;2019-01-14 00:08:00;1017
SENZA011496;2019-01-14 00:08:00;1023
SENZA011497;2019-01-14 00:08:00;1021
SENZA011498;2019-01-14 00:08:00;1030
SENZA011499;2019-01-14 00:08:00;1030
SENZA011500;2019-01-14 00:08:00;1015
SENZA010001;2019-01-14 00:08:00;20
SENZA010002;2019-01-14 00:08:00;26
SENZA010003;2019-01-14 00:08:00;18
SENZA010004;2019-01-14 00:08:00;30
SENZA010005;2019-01-14 00:08:00;28
SENZA010006;2019-01-14 00:08:00;35
SENZA010007;2019-01-14 00:08:00;16
SENZA010008;2019-01-14 00:08:00;29
SENZA010009;2019-01-14 00:08:00;18
SENZA010010;2019-01-14 00:08:00;16
SENZA010011;2019-01-14 00:08:00;31
SENZA010012;2019-01-14 00:08:00;34
SENZA010013;2019-01-14 00:08:00;26
SENZA010014;2019-01-14 00:08:00;34
SENZA010015;2019-01-14 00:08:00;24
SENZA010016;2019-01-14 00:08:00;24
SENZA010017;2019-01-14 00:08:00;15
SENZA010018;2019-01-14 00:08:00;16
SENZA010019;2019-01-14 00:08:00;32
SENZA010020;2019-01-14 00:08:00;33
SENZA010021;2019-01-14 00:08:00;33
SENZA010022;2019-01-14 00:08:00;29
SENZA010023;2019-01-14 00:08:00;25
SENZA010024;2019-01-14 00:08:00;17
SENZA010025;2019-01-14 00:08:00;19
SENZA010026;2019-01-14 00:08:00;29
SENZA010027;2019-01-14 00:08:00;16
SENZA010028;2019-01-14 00:08:00;30
SENZA010029;2019-01-14 00:08:00;21
SENZA010030;2019-01-14 00:08:00;17
SENZA010031;2019-01-14 00:08:00;31
SENZA010032;2019-01-14 00:08:00;23
SENZA010033;2019-01-14 00:08:00;22
SENZA010034;2019-01-14 00:08:00;25
SENZA010035;2019-01-14 00:08:00;17
SENZA010036;2019-01-14 00:08:00;21
SENZA010037;2019-01-14 00:08:00;33
SENZA010038;2019-01-14 00:08:00;21
SENZA010039;2019-01-14 00:08:00;30
SENZA010040;2019-01-14 00:08:00;35
SENZA010041;2019-01-14 00:08:00;16
SENZA010042;2019-01-14 00:08:00;27
SENZA010043;2019-01-14 00:08:00;31
SENZA010044;2019-01-14 00:08:00;21
SENZA010045;2019-01-14 00:08:00;29
SENZA010046;2019-01-14 00:08:00;32
SENZA010047;2019-01-14 00:08:00;17
SENZA010048;2019-01-14 00:08:00;34
SENZA010049;2019-01-14 00:08:00;32
SENZA010050;2019-01-14 00:08:00;16
SENZA010081;2019-01-14 00:08:00;18
SENZA010082;2019-01-14 00:08:00;17
SENZA010083;2019-01-14 00:08:00;26
SENZA010084;2019-01-14 00:08:00;28
SENZA010085;2019-01-14 00:08:00;18
SENZA010086;2019-01-14 00:08:00;16
SENZA010087;2019-01-14 00:08:00;17
SENZA010088;2019-01-14 00:08:00;22
SENZA010089;2019-01-14 00:08:00;21
SENZA010090;2019-01-14 00:08:00;30
SENZA010091;2019-01-14 00:08:00;21
SENZA010092;2019-01-14 00:08:00;16
SENZA010093;2019-01-14 00:08:00;25
SENZA010094;2019-01-14 00:08:00;22
SENZA010095;2019-01-14 00:08:00;32
SENZA010096;2019-01-14 00:08:00;32
SENZA010097;2019-01-14 00:08:00;29
SENZA010098;2019-01-14 00:08:00;34
SENZA010099;2019-01-14 00:08:00;25
SENZA010100;2019-01-14 00:08:00;32
SENZA010101;2019-01-14 00:08:00;19
SENZA010102;2019-01-14 00:08:00;29
SENZA010103;2019-01-14 00:08:00;21
SENZA010104;2019-01-14 00:08:00;23
SENZA010105;2019-01-14 00:08:00;18
SENZA010106;2019-01-14 00:08:00;34
SENZA010107;2019-01-14 00:08:00;21
SENZA010108;2019-01-14 00:08:00;28
SENZA010109;2019-01-14 00:08:00;35
SENZA010110;2019-01-14 00:08:00;27
SENZA010111;2019-01-14 00:08:00;16
SENZA010112;2019-01-14 00:08:00;33
SENZA010113;2019-01-14 00:08:00;21
SENZA010114;2019-01-14 00:08:00;16
SENZA010115;2019-01-14 00:08:00;34
SENZA010116;2019-01-14 00:08:00;30
SENZA010117;2019-01-14 00:08:00;26
SENZA010118;2019-01-14 00:08:00;27
SENZA010119;2019-01-14 00:08:00;21
SENZA010120;2019-01-14 00:08:00;26
SENZA010151;2019-01-14 00:08:00;21
SENZA010152;2019-01-14 00:08:00;23
SENZA010153;2019-01-14 00:08:00;16
SENZA010154;2019-01-14 00:08:00;34
SENZA010155;2019-01-14 00:08:00;30
SENZA010156;2019-01-14 00:08:00;23
SENZA010157;2019-01-14 00:08:00;17
SENZA010158;2019-01-14 00:08:00;24
SENZA010159;2019-01-14 00:08:00;18
SENZA010160;2019-01-14 00:08:00;18
SENZA010161;2019-01-14 00:08:00;24
SENZA010162;2019-01-14 00:08:00;21
SENZA010163;2019-01-14 00:08:00;22
SENZA010164;2019-01-14 00:08:00;25
SENZA010165;2019-01-14 00:08:00;20
SENZA010166;2019-01-14 00:08:00;25
SENZA010167;2019-01-14 00:08:00;30
SENZA010168;2019-01-14 00:08:00;35
SENZA010169;2019-01-14 00:08:00;17
SENZA010170;2019-01-14 00:08:00;19
SENZA010171;2019-01-14 00:08:00;17
SENZA010172;2019-01-14 00:08:00;17
SENZA010173;2019-01-14 00:08:00;33
SENZA010174;2019-01-14 00:08:00;29
SENZA010175;2019-01-14 00:08:00;34
SENZA010176;2019-01-14 00:08:00;19
SENZA010177;2019-01-14 00:08:00;27
SENZA010178;2019-01-14 00:08:00;15
SENZA010179;2019-01-14 00:08:00;32
SENZA010180;2019-01-14 00:08:00;35
SENZA010181;2019-01-14 00:08:00;25
SENZA010182;2019-01-14 00:08:00;21
SENZA010183;2019-01-14 00:08:00;31
SENZA010184;2019-01-14 00:08:00;19
SENZA010185;2019-01-14 00:08:00;26
SENZA010186;2019-01-14 00:08:00;29
SENZA010187;2019-01-14 00:08:00;34
SENZA010188;2019-01-14 00:08:00;21
SENZA010189;2019-01-14 00:08:00;24
SENZA010190;2019-01-14 00:08:00;26
SENZA010191;2019-01-14 00:08:00;16
SENZA010192;2019-01-14 00:08:00;28
SENZA010193;2019-01-14 00:08:00;25
SENZA010194;2019-01-14 00:08:00;25
SENZA010195;2019-01-14 00:08:00;30
SENZA010196;2019-01-14 00:08:00;35
SENZA010197;2019-01-14 00:08:00;17
SENZA010198;2019-01-14 00:08:00;23
SENZA010199;2019-01-14 00:08:00;21
SENZA010200;2019-01-14 00:08:00;15
SENZA010301;2019-01-14 00:08:00;24
SENZA010302;2019-01-14 00:08:00;16
SENZA010303;2019-01-14 00:08:00;25
SENZA010304;2019-01-14 00:08:00;18
SENZA010305;2019-01-14 00:08:00;24
SENZA010306;2019-01-14 00:08:00;35
SENZA010307;2019-01-14 00:08:00;22
SENZA010308;2019-01-14 00:08:00;32
SENZA010309;2019-01-14 00:08:00;23
SENZA010310;2019-01-14 00:08:00;29
SENZA010311;2019-01-14 00:08:00;26
SENZA010312;2019-01-14 00:08:00;34
SENZA010313;2019-01-14 00:08:00;19
SENZA010314;2019-01-14 00:08:00;15
SENZA010315;2019-01-14 00:08:00;25
SENZA010331;2019-01-14 00:08:00;19
SENZA010332;2019-01-14 00:08:00;26
SENZA010333;2019-01-14 00:08:00;24
SENZA010334;2019-01-14 00:08:00;31
SENZA010335;2019-01-14 00:08:00;32
SENZA010336;2019-01-14 00:08:00;32
SENZA010337;2019-01-14 00:08:00;30
SENZA010338;2019-01-14 00:08:00;27
SENZA010339;2019-01-14 00:08:00;17
SENZA010340;2019-01-14 00:08:00;23
SENZA010341;2019-01-14 00:08:00;18
SENZA010342;2019-01-14 00:08:00;23
SENZA010343;2019-01-14 00:08:00;26
SENZA010344;2019-01-14 00:08:00;17
SENZA010345;2019-01-14 00:08:00;17
SENZA010346;2019-01-14 00:08:00;29
SENZA010347;2019-01-14 00:08:00;25
SENZA010348;2019-01-14 00:08:00;29
SENZA010349;2019-01-14 00:08:00;16
SENZA010350;2019-01-14 00:08:00;35
SENZA010361;2019-01-14 00:08:00;15
SENZA010362;2019-01-14 00:08:00;23
SENZA010363;2019-01-14 00:08:00;20
SENZA010364;2019-01-14 00:08:00;28
SENZA010365;2019-01-14 00:08:00;34
SENZA010366;2019-01-14 00:08:00;16
SENZA010367;2019-01-14 00:08:00;20
SENZA010368;2019-01-14 00:08:00;19
SENZA010369;2019-01-14 00:08:00;28
SENZA010370;2019-01-14 00:08:00;35
SENZA010371;2019-01-14 00:08:00;15
SENZA010372;2019-01-14 00:08:00;32
SENZA010373;2019-01-14 00:08:00;27
SENZA010374;2019-01-14 00:08:00;35
SENZA010375;2019-01-14 00:08:00;20
SENZA010376;2019-01-14 00:08:00;25
SENZA010377;2019-01-14 00:08:00;24
SENZA010378;2019-01-14 00:08:00;31
SENZA010379;2019-01-14 00:08:00;32
SENZA010380;2019-01-14 00:08:00;28
SENZA010381;2019-01-14 00:08:00;23
SENZA010382;2019-01-14 00:08:00;35
SENZA010383;2019-01-14 00:08:00;18
SENZA010384;2019-01-14 00:08:00;20
SENZA010385;2019-01-14 00:08:00;35
SENZA010401;2019-01-14 00:08:00;33
SENZA010402;2019-01-14 00:08:00;16
SENZA010403;2019-01-14 00:08:00;30
SENZA010404;2019-01-14 00:08:00;15
SENZA010405;2019-01-14 00:08:00;18
SENZA010406;2019-01-14 00:08:00;25
SENZA010407;2019-01-14 00:08:00;35
SENZA010408;2019-01-14 00:08:00;22
SENZA010409;2019-01-14 00:08:00;18
SENZA010410;2019-01-14 00:08:00;34
SENZA010411;2019-01-14 00:08:00;17
SENZA010412;2019-01-14 00:08:00;25
SENZA010413;2019-01-14 00:08:00;28
SENZA010414;2019-01-14 00:08:00;16
SENZA010415;2019-01-14 00:08:00;35
SENZA010416;2019-01-14 00:08:00;27
SENZA010417;2019-01-14 00:08:00;25
SENZA010418;2019-01-14 00:08:00;15
SENZA010419;2019-01-14 00:08:00;20
SENZA010420;2019-01-14 00:08:00;21
SENZA010421;2019-01-14 00:08:00;26
SENZA010422;2019-01-14 00:08:00;35
SENZA010423;2019-01-14 00:08:00;34
SENZA010424;2019-01-14 00:08:00;25
SENZA010425;2019-01-14 00:08:00;30
SENZA010426;2019-01-14 00:08:00;28
SENZA010427;2019-01-14 00:08:00;35
SENZA010428;2019-01-14 00:08:00;22
SENZA010429;2019-01-14 00:08:00;21
SENZA010430;2019-01-14 00:08:00;26
SENZA010431;2019-01-14 00:08:00;26
SENZA010432;2019-01-14 00:08:00;27
SENZA010433;2019-01-14 00:08:00;21
SENZA010434;2019-01-14 00:08:00;26
SENZA010435;2019-01-14 00:08:00;19
SENZA010436;2019-01-14 00:08:00;34
SENZA010437;2019-01-14 00:08:00;25
SENZA010438;2019-01-14 00:08:00;26
SENZA010439;2019-01-14 00:08:00;29
SENZA010440;2019-01-14 00:08:00;32
SENZA010501;2019-01-14 00:08:00;31
SENZA010502;2019-01-14 00:08:00;27
SENZA010503;2019-01-14 00:08:00;35
SENZA010504;2019-01-14 00:08:00;29
SENZA010505;2019-01-14 00:08:00;24
SENZA010506;2019-01-14 00:08:00;33
SENZA010507;2019-01-14 00:08:00;32
SENZA010508;2019-01-14 00:08:00;22
SENZA010509;2019-01-14 00:08:00;33
SENZA010510;2019-01-14 00:08:00;29
SENZA010511;2019-01-14 00:08:00;24
SENZA010512;2019-01-14 00:08:00;19
SENZA010513;2019-01-14 00:08:00;23
SENZA010514;2019-01-14 00:08:00;16
SENZA010515;2019-01-14 00:08:00;20
SENZA010516;2019-01-14 00:08:00;29
SENZA010517;2019-01-14 00:08:00;30
SENZA010518;2019-01-14 00:08:00;35
SENZA010519;2019-01-14 00:08:00;23
SENZA010520;2019-01-14 00:08:00;23
SENZA010521;2019-01-14 00:08:00;16
SENZA010522;2019-01-14 00:08:00;30
SENZA010523;2019-01-14 00:08:00;29
SENZA010524;2019-01-14 00:08:00;19
SENZA010525;2019-01-14 00:08:00;21
SENZA010526;2019-01-14 00:08:00;26
SENZA010527;2019-01-14 00:08:00;23
SENZA010528;2019-01-14 00:08:00;31
SENZA010529;2019-01-14 00:08:00;22
SENZA010530;2019-01-14 00:08:00;24
SENZA010531;2019-01-14 00:08:00;33
SENZA010532;2019-01-14 00:08:00;33
SENZA010533;2019-01-14 00:08:00;34
SENZA010534;2019-01-14 00:08:00;31
SENZA010535;2019-01-14 00:08:00;35
SENZA010536;2019-01-14 00:08:00;31
SENZA010537;2019-01-14 00:08:00;30
SENZA010538;2019-01-14 00:08:00;35
SENZA010539;2019-01-14 00:08:00;31
SENZA010540;2019-01-14 00:08:00;17
SENZA010541;2019-01-14 00:08:00;25
SENZA010542;2019-01-14 00:08:00;16
SENZA010543;2019-01-14 00:08:00;15
SENZA010544;2019-01-14 00:08:00;32
SENZA010545;2019-01-14 00:08:00;22
SENZA010546;2019-01-14 00:08:00;24
SENZA010547;2019-01-14 00:08:00;28
SENZA010548;2019-01-14 00:08:00;34
SENZA010549;2019-01-14 00:08:00;16
SENZA010550;2019-01-14 00:08:00;15
SENZA010601;2019-01-14 00:08:00;32
SENZA010602;2019-01-14 00:08:00;22
SENZA010603;2019-01-14 00:08:00;31
SENZA010604;2019-01-14 00:08:00;22
SENZA010605;2019-01-14 00:08:00;20
SENZA010606;2019-01-14 00:08:00;24
SENZA010607;2019-01-14 00:08:00;35
SENZA010608;2019-01-14 00:08:00;33
SENZA010609;2019-01-14 00:08:00;28
SENZA010610;2019-01-14 00:08:00;16
SENZA010611;2019-01-14 00:08:00;33
SENZA010612;2019-01-14 00:08:00;27
SENZA010613;2019-01-14 00:08:00;22
SENZA010614;2019-01-14 00:08:00;20
SENZA010615;2019-01-14 00:08:00;15
SENZA010631;2019-01-14 00:08:00;16
SENZA010632;2019-01-14 00:08:00;29
SENZA010633;2019-01-14 00:08:00;21
SENZA010634;2019-01-14 00:08:00;21
SENZA010635;2019-01-14 00:08:00;30
SENZA010636;2019-01-14 00:08:00;21
SENZA010637;2019-01-14 00:08:00;25
SENZA010638;2019-01-14 00:08:00;29
SENZA010639;2019-01-14 00:08:00;20
SENZA010640;2019-01-14 00:08:00;34
SENZA010641;2019-01-14 00:08:00;30
SENZA010642;2019-01-14 00:08:00;19
SENZA010643;2019-01-14 00:08:00;34
SENZA010644;2019-01-14 00:08:00;24
SENZA010645;2019-01-14 00:08:00;15
SENZA010646;2019-01-14 00:08:00;19
